epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
38,0.9489448666572571,9.999999747378752e-05,0.12923122942447662,0.9211999773979187,0.22820617258548737
39,0.9522452354431152,9.999999747378752e-05,0.11919811367988586,0.9046000242233276,0.2841276526451111
40,0.9599959850311279,2.9999999242136255e-05,0.09870807081460953,0.9390000104904175,0.17560982704162598
41,0.9660466313362122,2.9999999242136255e-05,0.09012817591428757,0.9258000254631042,0.2241583913564682
42,0.9657465815544128,2.9999999242136255e-05,0.08396497368812561,0.926800012588501,0.2249039262533188
43,0.9668967127799988,2.9999999242136255e-05,0.08293407410383224,0.9218000173568726,0.2548949122428894
44,0.9666966795921326,2.9999999242136255e-05,0.08819182962179184,0.8942000269889832,0.3295542299747467
45,0.9676967859268188,2.9999999242136255e-05,0.08292451500892639,0.9204000234603882,0.2554338872432709
46,0.973197340965271,8.999999408842996e-06,0.07060283422470093,0.9300000071525574,0.2214512974023819
47,0.9738473892211914,8.999999408842996e-06,0.06857061386108398,0.9333999752998352,0.21563637256622314
48,0.9726972579956055,8.999999408842996e-06,0.0724068209528923,0.9363999962806702,0.19892969727516174
49,0.9740974307060242,8.999999408842996e-06,0.06674963235855103,0.9419999718666077,0.18369990587234497
50,0.9759476184844971,8.999999408842996e-06,0.06682770699262619,0.9297999739646912,0.2267434298992157
51,0.9739474058151245,8.999999408842996e-06,0.06922098994255066,0.9359999895095825,0.19764204323291779
52,0.974247395992279,8.999999408842996e-06,0.06789407879114151,0.9363999962806702,0.20877182483673096
53,0.9739974141120911,8.999999408842996e-06,0.06655602157115936,0.9222000241279602,0.25797051191329956
54,0.975397527217865,8.999999408842996e-06,0.06683935225009918,0.9431999921798706,0.18723930418491364
55,0.9738473892211914,8.999999408842996e-06,0.06710539013147354,0.9229999780654907,0.25853192806243896
56,0.9755475521087646,8.999999408842996e-06,0.06485755741596222,0.9387999773025513,0.2000906616449356
57,0.9753475189208984,8.999999408842996e-06,0.06625215709209442,0.9350000023841858,0.2110457569360733
58,0.9790979027748108,8.999999408842996e-06,0.059202007949352264,0.9222000241279602,0.2570173442363739
59,0.9756975769996643,8.999999408842996e-06,0.06378249078989029,0.9315999746322632,0.21822363138198853
60,0.9781478047370911,2.699999868127634e-06,0.05679008364677429,0.9297999739646912,0.22302353382110596
61,0.9775477647781372,2.699999868127634e-06,0.06001688912510872,0.9305999875068665,0.22044934332370758
62,0.9761976003646851,2.699999868127634e-06,0.06345976144075394,0.9336000084877014,0.21101295948028564
63,0.97779780626297,2.699999868127634e-06,0.05919972062110901,0.9254000186920166,0.24882763624191284
64,0.9786478877067566,2.699999868127634e-06,0.057425107806921005,0.9368000030517578,0.21018454432487488
